file,num_variables,density,min_coeff,max_coeff
Addition_025_NoSoft.qs,10186,0.04166403973170782,-3712.0,512.0
Addition_025_Small.qs,1660,0.13043601256319678,-347.0,56.0
Addition_027_Medium.qs,5115,0.059841548986294124,-1343.0,272.0
Addition_027_NoSoft.qs,15321,0.030112550902485106,-4224.0,608.0
Addition_027_Small.qs,1882,0.10648833485805939,-559.0,104.0
Addition_028_Medium.qs,5631,0.054726851963965706,-1216.0,240.0
Addition_028_NoSoft.qs,22020,0.02426700613290402,-5247.0,1056.0
Addition_028_Small.qs,2086,0.08957060118773892,-430.0,77.0
Addition_029_Medium.qs,5597,0.0517277444667922,-1343.0,272.0
Addition_029_NoSoft.qs,21999,0.0241908103260892,-5247.0,1056.0
Addition_029_Small.qs,2058,0.09079105172909377,-451.0,88.0
Addition_030_Medium.qs,5645,0.05918441048115772,-1152.0,208.0
Addition_030_NoSoft.qs,16503,0.027453101330979085,-4480.0,736.0
Addition_030_Small.qs,2101,0.09127908372208242,-675.0,120.0
Addition_032_Medium.qs,5643,0.051862451840071294,-1152.0,208.0
Addition_032_NoSoft.qs,12038,0.03346515694182752,-3840.0,512.0
Addition_032_Small.qs,2108,0.08943688520239004,-559.0,104.0
Addition_034_Medium.qs,5651,0.054480020508805224,-1216.0,240.0
Addition_034_NoSoft.qs,16524,0.027538360743150476,-4480.0,736.0
Addition_034_Small.qs,2134,0.08977741879550229,-485.0,72.0
Addition_035_Medium.qs,5650,0.05185085888158256,-1216.0,240.0
Addition_035_NoSoft.qs,12032,0.033434885293280356,-3840.0,512.0
Addition_035_Small.qs,2104,0.08807790612609846,-393.0,72.0
Addition_043_Medium.qs,5592,0.051399063871736254,-1216.0,240.0
Addition_043_NoSoft.qs,11990,0.03235171722133274,-3712.0,512.0
Addition_043_Small.qs,2047,0.08876270914753298,-391.0,40.0
Addition_044_Medium.qs,5651,0.049573862444477756,-1216.0,240.0
Addition_044_NoSoft.qs,12032,0.03297662091924512,-3584.0,512.0
Addition_044_Small.qs,2101,0.08787442525443233,-451.0,88.0
Addition_046_Medium.qs,5572,0.05302898074489749,-1088.0,176.0
Addition_046_NoSoft.qs,11955,0.0322168878247146,-3840.0,512.0
Addition_046_Small.qs,2025,0.09013247535129733,-559.0,104.0
Addition_047_Medium.qs,5560,0.05101386971702983,-1152.0,208.0
Addition_047_NoSoft.qs,16449,0.02750398995070145,-4480.0,736.0
Addition_047_Small.qs,2025,0.09454133304083946,-675.0,120.0
Addition_048_Medium.qs,5661,0.05309625290093634,-1088.0,176.0
Addition_048_NoSoft.qs,12015,0.032687876838372806,-3840.0,512.0
Addition_048_Small.qs,2123,0.09161253351997183,-537.0,72.0
Addition_050_Medium.qs,5655,0.056341473480428755,-1216.0,240.0
Addition_050_NoSoft.qs,22012,0.02435987658623311,-5635.0,1120.0
Addition_050_Small.qs,2105,0.08890828827487576,-478.0,88.0
Addition_052_Medium.qs,5656,0.055635780881555415,-1216.0,240.0
Addition_052_NoSoft.qs,12020,0.0325830240783565,-3712.0,512.0
Addition_052_Small.qs,2115,0.09168510102025768,-451.0,88.0
Addition_064_Medium.qs,5564,0.050322797757112694,-1152.0,208.0
Addition_064_NoSoft.qs,16449,0.027731769616356792,-4480.0,736.0
Addition_064_Small.qs,2055,0.09324178477093925,-516.0,72.0
Addition_066_Medium.qs,5691,0.052593367515845625,-1216.0,240.0
Addition_066_NoSoft.qs,16529,0.02757133999430578,-4352.0,672.0
Addition_066_Small.qs,2119,0.08763077991576661,-451.0,88.0
Addition_067_Medium.qs,5607,0.04928155578911321,-1152.0,208.0
Addition_067_NoSoft.qs,16500,0.02789595488244055,-4480.0,736.0
Addition_067_Small.qs,2066,0.09331770958467336,-462.0,56.0
Addition_068_Medium.qs,5657,0.055416535212304344,-1216.0,240.0
Addition_068_NoSoft.qs,16556,0.02808473230542157,-4224.0,608.0
Addition_068_Small.qs,2095,0.0899014374464829,-559.0,104.0
Addition_069_Medium.qs,5646,0.05371671552975536,-1216.0,240.0
Addition_069_NoSoft.qs,12015,0.03209863613669775,-3712.0,512.0
Addition_069_Small.qs,2120,0.09041747840552249,-451.0,88.0
Addition_070_Medium.qs,5664,0.05314006861439805,-1216.0,240.0
Addition_070_NoSoft.qs,12034,0.03173099290274288,-3968.0,512.0
Addition_070_Small.qs,2108,0.08808728832697674,-451.0,88.0
Addition_082_Medium.qs,5551,0.05173237732173812,-1216.0,240.0
Addition_082_NoSoft.qs,16434,0.027847977726469485,-4480.0,736.0
Addition_082_Small.qs,2036,0.0943348639559119,-768.0,128.0
Addition_083_Medium.qs,5587,0.05059910655154958,-1216.0,240.0
Addition_083_NoSoft.qs,16477,0.02722058221738036,-4480.0,736.0
Addition_083_Small.qs,2038,0.0902475332584764,-559.0,104.0
Addition_085_Medium.qs,5591,0.05217664092787586,-1152.0,208.0
Addition_085_NoSoft.qs,11977,0.032927361904049046,-3840.0,512.0
Addition_085_Small.qs,2068,0.09337059082542049,-490.0,88.0
Addition_090_Medium.qs,5605,0.056053171016271275,-1152.0,208.0
Addition_090_NoSoft.qs,21978,0.024644165278407053,-4736.0,864.0
Addition_090_Small.qs,2061,0.0931313653265038,-368.0,72.0
Addition_100_Medium.qs,5113,0.05804584860831175,-1152.0,208.0
Addition_100_NoSoft.qs,15351,0.03002381921538687,-4480.0,736.0
Addition_100_Small.qs,1894,0.10342339229841215,-559.0,104.0
Addition_104_Medium.qs,5168,0.06320365455648612,-1088.0,176.0
Addition_104_NoSoft.qs,11134,0.03612528734139509,-3840.0,512.0
Addition_104_Small.qs,1926,0.10534671264390115,-501.0,88.0
Addition_105_Medium.qs,5560,0.04891523573085427,-1152.0,208.0
Addition_105_NoSoft.qs,11950,0.031222134734965545,-3840.0,512.0
Addition_105_Small.qs,1992,0.08985465192430535,-559.0,104.0
Addition_107_Medium.qs,5572,0.04850719208304732,-1216.0,240.0
Addition_107_NoSoft.qs,11984,0.03196546862928906,-3968.0,512.0
Addition_107_Small.qs,2036,0.08972033104656198,-440.0,56.0
Addition_109_Medium.qs,5592,0.053147621938009065,-1343.0,272.0
Addition_109_NoSoft.qs,11981,0.032296225547457875,-3840.0,512.0
Addition_109_Small.qs,2048,0.09335680133601756,-451.0,88.0
Addition_110_Medium.qs,5604,0.05682591955153735,-1343.0,272.0
Addition_110_NoSoft.qs,11992,0.03328997452205136,-3840.0,512.0
Addition_110_Small.qs,2057,0.09325808245376073,-451.0,88.0
Addition_111_Medium.qs,5658,0.052142718696638474,-1343.0,272.0
Addition_111_NoSoft.qs,22037,0.024481036918896516,-5247.0,1056.0
Addition_111_Small.qs,2104,0.09136403457276265,-559.0,104.0
Addition_128_Medium.qs,5655,0.051454071136556624,-1216.0,240.0
Addition_128_NoSoft.qs,12024,0.03247874313742577,-3712.0,512.0
Addition_128_Small.qs,2123,0.09025133214998851,-675.0,120.0
Addition_129_Medium.qs,5652,0.05349895320160813,-1216.0,240.0
Addition_129_NoSoft.qs,12032,0.032696377072978386,-3584.0,512.0
Addition_129_Small.qs,2128,0.08868004322690239,-502.0,88.0
Addition_130_Medium.qs,5612,0.05775368223573242,-1152.0,208.0
Addition_130_NoSoft.qs,21969,0.024535097693105978,-5635.0,1120.0
Addition_130_Small.qs,2044,0.09145259068225207,-372.0,72.0
Addition_132_Medium.qs,5659,0.05572511219190545,-1216.0,240.0
Addition_132_NoSoft.qs,12035,0.03196218020913026,-3840.0,512.0
Addition_132_Small.qs,2130,0.09018138236583587,-486.0,88.0
Addition_133_Medium.qs,5661,0.054097545090127215,-1216.0,240.0
Addition_133_NoSoft.qs,16536,0.027802500844085126,-4608.0,800.0
Addition_133_Small.qs,2117,0.09036162581521145,-465.0,88.0
Addition_152_Medium.qs,5613,0.05715261869504803,-1216.0,240.0
Addition_152_NoSoft.qs,12000,0.03331194622670333,-3840.0,512.0
Addition_152_Small.qs,2062,0.09436221674856003,-382.0,56.0
Early_005_Medium.qs,5624,0.05160278172909752,-1216.0,240.0
Early_005_NoSoft.qs,16509,0.028026142449914165,-4608.0,800.0
Early_005_Small.qs,2108,0.08816106628949932,-351.0,77.0
Early_010_Medium.qs,5648,0.05348222779533794,-1216.0,240.0
Early_010_NoSoft.qs,22030,0.024719972741747778,-5247.0,1056.0
Early_010_Small.qs,2122,0.09216902263837162,-675.0,120.0
ITC2021_Early_01.qs,11791,0.05084482771913863,-3968.0,512.0
ITC2021_Early_02.qs,13577,0.04032788852652812,-3840.0,512.0
ITC2021_Early_03.qs,11869,0.04437057649063211,-32.0,77.0
ITC2021_Early_04.qs,14206,0.0321591255442435,-4608.0,800.0
ITC2021_Early_05.qs,16509,0.028026142449914165,-4608.0,800.0
ITC2021_Early_06.qs,19070,0.034836602779055675,-45.0,64.0
ITC2021_Early_07.qs,15340,0.02973318340546296,-4352.0,672.0
ITC2021_Early_08.qs,16665,0.04112875946180961,-24.0,256.0
ITC2021_Early_09.qs,16708,0.04105076815685382,-32.0,256.0
ITC2021_Early_10.qs,22030,0.024719972741747778,-5247.0,1056.0
ITC2021_Early_11.qs,22025,0.024121405174547098,-5635.0,1120.0
ITC2021_Early_12.qs,21936,0.019115923169282557,-58.0,77.0
ITC2021_Early_13.qs,20392,0.024853632785055726,-6031.0,1184.0
ITC2021_Early_14.qs,22361,0.038843034319630175,-31.0,256.0
ITC2021_Early_15.qs,25364,0.032541606004471604,-45.0,256.0
ITC2021_Late_01.qs,13092,0.039999228532427156,-35.0,225.0
ITC2021_Late_02.qs,12043,0.03172499363167073,-3968.0,512.0
ITC2021_Late_03.qs,12924,0.038418583990799955,-32.0,225.0
ITC2021_Late_04.qs,14099,0.023325883481500373,-42.0,77.0
ITC2021_Late_05.qs,19095,0.03861520018806591,-4608.0,800.0
ITC2021_Late_06.qs,14197,0.025933848182989005,-45.0,77.0
ITC2021_Late_07.qs,15228,0.027460353410656328,-4608.0,800.0
ITC2021_Late_08.qs,14073,0.02309931039152806,-34.0,32.0
ITC2021_Late_09.qs,19000,0.0333022250906462,-44.0,256.0
ITC2021_Late_10.qs,22035,0.024117215952459005,-6031.0,1184.0
ITC2021_Late_11.qs,22208,0.0437487096969671,-6031.0,1184.0
ITC2021_Late_12.qs,22006,0.023947182025122252,-5635.0,1120.0
ITC2021_Late_13.qs,25362,0.032536369330770414,-45.0,256.0
ITC2021_Late_14.qs,25238,0.03193847199566031,-44.0,256.0
ITC2021_Late_15.qs,22356,0.038857085400235976,-33.0,256.0
ITC2021_Middle_01.qs,10181,0.04144485885804784,-3968.0,512.0
ITC2021_Middle_02.qs,12035,0.03257365419321595,-3968.0,512.0
ITC2021_Middle_03.qs,14000,0.037520819941432755,-48.0,225.0
ITC2021_Middle_04.qs,15196,0.02163329953025634,-40.0,9.0
ITC2021_Middle_05.qs,16688,0.04123107825542536,-32.0,77.0
ITC2021_Middle_06.qs,16414,0.02108230528080139,-56.0,10.0
ITC2021_Middle_07.qs,15344,0.023637311593515974,-52.0,77.0
ITC2021_Middle_08.qs,16341,0.019965502244789636,-53.0,32.0
ITC2021_Middle_09.qs,17849,0.03653830538882593,-31.0,256.0
ITC2021_Middle_10.qs,19057,0.027926532414289794,-6031.0,1184.0
ITC2021_Middle_11.qs,25240,0.03247340958045582,-49.0,64.0
ITC2021_Middle_12.qs,23649,0.0349563457890178,-35.0,64.0
ITC2021_Middle_13.qs,20562,0.021207606594149046,-56.0,32.0
ITC2021_Middle_14.qs,25239,0.035279127735363396,-4992.0,992.0
ITC2021_Middle_15.qs,18985,0.020648923047993362,-42.0,77.0
Late_005_Medium.qs,5590,0.05417421110915223,-1152.0,208.0
Late_005_NoSoft.qs,16503,0.027822259669939415,-4608.0,800.0
Late_005_Small.qs,2065,0.0916173068403695,-484.0,88.0
Middle_002_Medium.qs,5654,0.05442153892442367,-1152.0,208.0
Middle_002_NoSoft.qs,12035,0.03257365419321595,-3968.0,512.0
Middle_002_Small.qs,2110,0.09032757772983313,-675.0,120.0
