file,num_variables,density,min_coeff,max_coeff
labs064.qs,2080,0.07571803496839537,-11532.0,30520.0
labs065.qs,2145,0.07458555734417803,-11908.0,30528.0
labs066.qs,2211,0.07349329302852825,-12288.0,30536.0
labs067.qs,2278,0.07242598662984281,-12676.0,30544.0
labs068.qs,2346,0.07139549100609474,-13068.0,30552.0
labs069.qs,2415,0.07038789025543993,-13468.0,30560.0
labs070.qs,2485,0.06941407090977077,-13872.0,30568.0
labs071.qs,2556,0.06846130448007648,-14284.0,30576.0
labs072.qs,2628,0.06753961347874342,-14700.0,30584.0
labs073.qs,2701,0.06663732570468321,-15124.0,30592.0
labs074.qs,2775,0.06576368876080692,-15552.0,30600.0
labs075.qs,2850,0.06490797319500083,-15988.0,30608.0
labs076.qs,2926,0.06407872960657382,-16428.0,30616.0
labs077.qs,3003,0.06326607258697804,-16876.0,30624.0
labs078.qs,3081,0.06247792408349009,-17328.0,30632.0
labs079.qs,3160,0.06170515659601392,-17788.0,30640.0
labs080.qs,3240,0.06095512359011279,-18252.0,30648.0
labs081.qs,3321,0.06021938003847227,-18724.0,30656.0
labs082.qs,3403,0.05950476406212394,-19200.0,30664.0
labs083.qs,3486,0.058803446816065114,-19684.0,30672.0
labs084.qs,3570,0.05812179814518919,-20172.0,30680.0
labs085.qs,3655,0.05745254694417587,-20668.0,30688.0
labs086.qs,3741,0.05680163659485062,-21168.0,30696.0
labs087.qs,3828,0.05616230204895653,-21676.0,30704.0
labs088.qs,3916,0.055540097471981825,-22188.0,30712.0
labs089.qs,4005,0.05492871803406002,-22708.0,30720.0
labs090.qs,4095,0.05433336195054945,-23232.0,30728.0
labs091.qs,4186,0.05374814384066624,-23764.0,30736.0
labs092.qs,4278,0.05317793575526389,-24300.0,30744.0
labs093.qs,4371,0.0526172354051897,-24844.0,30752.0
labs094.qs,4465,0.05207061540999835,-25392.0,30760.0
labs095.qs,4560,0.05153292406635972,-25948.0,30768.0
labs096.qs,4656,0.05100845861124701,-26508.0,30776.0
labs097.qs,4753,0.05049238879396942,-27076.0,30784.0
labs098.qs,4851,0.049988758150341005,-27648.0,30792.0
labs099.qs,4950,0.0494930317107655,-28228.0,30800.0
labs100.qs,5050,0.04900901889832618,-28812.0,30808.0
